,Dni,Nom,Curso
3092,H34827741,David Olivares-Julián,B
3093,F9551675C,Ana Morante-Vazquez,A
3094,E99188005,Biel Alcalde Samper,F
3095,V8982148B,Carlos Carlos Espejo,C
3096,V5629270I,Arlet Quintanilla Pina,B
3097,J3512655F,Enzo Escolano Sanmiguel,D
3098,R5672939E,Cristina Laia Bonilla Alvarado,F
3099,Q4232915A,Antònia Colomer Blanca,C
3100,N2845937H,Montserrat Manzanares-Herrero,F
3101,B82071457,Noa Coello Mendoza,A
3102,H37157526,Arlet Sala Narváez,E
3103,S7211209G,María Alemán Saura,F
3104,W9218380E,Pol del Sanjuan,E
3105,G62107743,Emma Farré,F
3106,A30004071,Pau Peláez Cano,F
3107,D57672396,Chlóe Tomas Santamaria,A
3108,E55193205,Laia Boix Montenegro,F
3109,H23653579,Manuel David Rosado Acero,A
3110,S1898085D,Biel Vazquez Valverde,C
3111,W4345678I,Leo Franco Nieto,C
3112,D81900805,Rosa Carrión Bauzà,B
3113,J3751394B,Josep Ramón Palomar Múgica,F
3114,G07621824,Sara Ángel Nieto,F
3115,H03012952,Mia Méndez Ribes,B
3116,E55193205,Laia Boix Montenegro,E
3117,J3353939F,Isabel Varela,D
3118,D05154323,Paula Tomás Bello,B
3119,N5111030B,Carlos Ramírez Benavent,C
3120,U8112016D,Joan Villalobos Carnero,F
3121,Q7010862F,Miguel Torrens Fernandez,C
3122,F0005249H,Arnau Huguet Chaparro,B
3123,N5426927I,Aleix Cervera Alfaro,F
3124,J2410709F,Júlia Montenegro Muro,D
3125,P6887458E,Nil del Morillo,F
3126,Q2834551J,Noa Ordóñez,D
3127,C62524582,Paula Molina Barba,E
3128,F6441455J,Carla Hernández Estrada,D
3129,B41571647,Mia Escudero Galan,E
3130,H95977138,Adam Galán Cáceres,B
3131,U8380205H,Hugo Gálvez Ibarra,B
3132,A04422861,Francisca Rubio Paredes,E
3133,B48122808,Sara Jaume Lobo,E
3134,C28142149,Aleix Moya Collado,F
3135,Q2116390B,Francisca Marta Arias Ferrero,D
3136,G36745990,Marc Blanco Valderrama,C
3137,G61008355,Arlet Lladó Diego,F
3138,V3380673H,Enzo Alberdi Sainz,E
3139,Q3854328F,Lucia Sílvia Méndez Uría,D
3140,N2759694I,María Dolores Júlia Montenegro Ramón,F
3141,N9318716I,Pedro Valderrama Marí,C
3142,P3012798I,Hugo Rueda,D
3143,N5426927I,Aleix Cervera Alfaro,A
3144,J6747593I,Arlet Barón-Barco,E
3145,P3798114I,Ana de Larrea,E
3146,S2927291A,Lucia Porras Miguel,B
3147,H59430249,Júlia Aramburu Delgado,C
3148,V8982148B,Carlos Carlos Espejo,B
3149,R1153706E,Carlos Capdevila,F
3150,F6683839B,Montserrat Múgica Manrique,C
3151,H34184069,Bruno del Ojeda,C
3152,B41571647,Mia Escudero Galan,A
3153,R1233513I,Cristina Fábregas Domingo,A
3154,W9742873D,Cristina Mia Falcón Ros,C
3155,P2473520A,Sílvia Carnero Bas,C
3156,A02143311,Francisco Aranda Peinado,A
3157,B39226162,Jana Villanueva Quirós,F
3158,D44217990,Nil Bilbao Sastre,F
3159,S8355279D,Antonia Bermejo Bayo,C
3160,D98780919,María Teresa Aznar-Perez,C
3161,C06753156,Lucas Paniagua Llano,E
3162,W4799866A,Manuel Cózar Albero,C
3163,J8863857B,Rosa Alberola Coll,C
3164,D64321540,María Dolores del Boada,A
3165,R5336309I,Rosa Torralba Rozas,C
3166,G19357722,Núria Olmedo-Portero,C
3167,G45806411,Hugo Torres Iborra,F
3168,F5675046F,José Carballo Gutierrez,F
3169,U9908499H,Laura de Villegas,D
3170,P6579449G,Laura Manjón Barón,C
3171,H31037914,Laura Llorente Olivares,F
3172,D03554946,Joan Azcona,F
3173,C49543051,Pau Caro Gallego,F
3174,S1471928J,Carla Ferrán Tenorio,E
3175,Q7554170F,José María Cuenca-Pera,C
3176,G29421625,Isabel Aramburu Baquero,A
3177,U7141532G,Pau Talavera Moliner,A
3178,W9073176A,Èric Cortina Vazquez,C
3179,S1410175B,Lucas Frutos Andrés,F
3180,J3353939F,Isabel Varela,F
3181,H23073786,Anna Armas Moles,A
3182,G61008355,Arlet Lladó Diego,A
3183,A94992674,Nil del Roselló,D
3184,J2259741C,María Bayo Cózar,E
3185,F5675046F,José Carballo Gutierrez,F
3186,D65605370,Martina Velasco Soriano,A
3187,A04422861,Francisca Rubio Paredes,C
3188,G26937243,Josefa Moll Piñeiro,F
3189,E73982548,Júlia Palomino Company,A
3190,G08270886,José María de Galvez,D
3191,D83592501,Sílvia Mate-Paredes,F
3192,N3504030B,Antònia Marquez Rebollo,E
3193,U7273775B,Albert Montoya Escamilla,D
3194,G68200534,Martina Cano Pineda,B
3195,P7187021F,Antònia Paula Juliá Jaén,A
3196,N2795608E,Èric de Bustamante,C
3197,H42115923,Clàudia Perea Bermudez,E
3198,D98780919,María Teresa Aznar-Perez,D
3199,E96573001,Sara Gárate Nuñez,A
3200,G52644184,Martí Enzo Pujadas Pedrero,F
3201,D57672396,Chlóe Tomas Santamaria,E
3202,Q0041000A,David Chaves Cantero,D
3203,B88818059,Martina María Carreño Villaverde,A
3204,G68200534,Martina Cano Pineda,C
3205,N1790348E,Arlet Huguet Coloma,D
3206,C81417628,Núria Martín,B
3207,J4856729A,Pedro Cabrero Agullo,C
3208,B37939139,Josep Casanovas Vázquez,F
3209,S9149045H,Pedro de Pellicer,E
3210,Q8575731H,Emma de Rueda,F
3211,V7809521C,Antònia Anna Saez Belda,D
3212,E73982548,Júlia Palomino Company,B
3213,C91303552,Aina Dávila Bauzà,D
3214,A94992674,Nil del Roselló,B
3215,V4258212B,Marc Dominguez Barberá,C
3216,G15254279,Josep Pera,D
3217,Q9514578E,Anna Benítez Rovira,F
3218,F6441455J,Carla Hernández Estrada,D
3219,F4119576I,Carlos Mayoral Cervantes,A
3220,D64321540,María Dolores del Boada,A
3221,U9961248C,Pau Priego Paniagua,D
3222,U7308622E,Mia Palomares-Torrijos,B
3223,P3771212B,Josep de Martí,A
3224,S3651419H,Enzo Carnero-Aliaga,A
3225,N8243349A,Paula Sáez Ripoll,C
3226,E25161068,Marta Oliver Alfaro,D
3227,Q4232915A,Antònia Colomer Blanca,B
3228,W9727961F,Albert Cerdán Chamorro,B
3229,E01391861,José Pi Alvarez,A
3230,N8631109I,Francisca Martina Rodríguez Hoyos,B
3231,S9029257D,Francisco Vilanova Mármol,E
3232,E55193205,Laia Boix Montenegro,B
3233,E47464060,Francisco Palomares Ocaña,C
3234,C75059956,Jorge Baena,C
3235,S7211209G,María Alemán Saura,A
3236,U0847812E,Abril Andres Herrera,C
3237,N2795608E,Èric de Bustamante,A
3238,G79531372,Laia Seguí,E
3239,V5629270I,Arlet Quintanilla Pina,A
3240,V4258212B,Marc Dominguez Barberá,F
3241,Q7554170F,José María Cuenca-Pera,B
3242,V5404049H,Biel Pau Tolosa Llorens,E
3243,U7038519J,Ana Cortina Rubio,B
3244,N7185603C,Arlet Chaves Roldan,A
3245,E65877607,Antonia Carlos Valderrama,D
3246,C48788897,Clàudia Manzanares Angulo,F
3247,P6579449G,Laura Manjón Barón,F
3248,C78976982,Pau del Avilés,B
3249,N7359672H,Daniel Bartolomé Vilar,F
3250,W4359932C,Dolores del Miguel,E
3251,G45806411,Hugo Torres Iborra,B
3252,V8982148B,Carlos Carlos Espejo,F
3253,U1774374A,Martina Solano Roma,A
3254,U4578017H,Paula Canet Nuñez,C
3255,H00974097,Daniel Cornejo Mateos,F
3256,U7308622E,Mia Palomares-Torrijos,D
3257,S3945679C,Daniel Ródenas Lastra,E
3258,G13084090,Lucas Ocaña Huertas,E
3259,N7090594H,Chlóe Plana Echevarría,F
3260,D33698531,Aina Ferrán-Dávila,D
3261,E20240735,Enzo de Garrido,E
3262,C90629742,María Del Carmen Herranz-Milla,F
3263,N9624314B,Júlia Vera-Bueno,D
3264,D83545129,Francisca Font Navarro,A
3265,S0662896J,Álex Julián Cervantes,B
3266,S0662896J,Álex Julián Cervantes,D
3267,Q2116390B,Francisca Marta Arias Ferrero,D
3268,N7090594H,Chlóe Plana Echevarría,C
3269,N2518597F,Noa de Grande,D
3270,E50342690,Ana Anna Perea Bermúdez,A
3271,U4290146B,Aleix de Ávila,F
3272,J2907838C,Carmen Marta Cruz Carpio,D
3273,B36032787,Sara Alfonso Cortes,B
3274,Q9754107B,Francisco Antón-Cañellas,F
3275,N2795608E,Èric de Bustamante,D
3276,S0727486C,Adam Aliaga Pons,B
3277,W9727961F,Albert Cerdán Chamorro,D
3278,N5111030B,Carlos Ramírez Benavent,D
3279,A13684352,Leo Adam Saavedra Verdejo,B
3280,N1768263D,Èric Bolaños,F
3281,D81900805,Rosa Carrión Bauzà,A
3282,N4056672A,Carmen Emma Iñiguez Azcona,E
3283,W3053262F,Xavier Batlle-Mur,A
3284,G15254279,Josep Pera,B
3285,C29574233,Sílvia Ana Mármol Vázquez,F
3286,A90436353,Júlia Saura-Colomer,E
3287,A12410726,Josep Caro Mayoral,C
3288,B41571647,Mia Escudero Galan,D
3289,N6209101B,Francisco Dueñas,E
3290,Q5328944C,Xavier Carrillo Iglesia,B
3291,A57076200,Sara Ávila Collado,A
3292,B90285073,Lucia de Ballester,D
3293,P6353735A,Rosa del Neira,F
3294,R1153706E,Carlos Capdevila,F
3295,N6419040H,Marc Ramos Leon,C
3296,N5447529H,Daniel Giménez Córdoba,C
3297,P6353735A,Rosa del Neira,F
3298,C56963325,Abril Díez,F
3299,D59333971,Anna Montaña-Uriarte,A
3300,V8982148B,Carlos Carlos Espejo,F
3301,N5426927I,Aleix Cervera Alfaro,E
3302,G26937243,Josefa Moll Piñeiro,E
3303,F9314032E,David Luís Tolosa,D
3304,V3555537D,Montserrat Bayo Garay,F
3305,N3380714J,Clàudia Espejo Benitez,E
3306,D05154323,Paula Tomás Bello,A
3307,N6468272G,Joan Ortuño Segura,A
3308,E99188005,Biel Alcalde Samper,D
3309,G79531372,Laia Seguí,A
3310,E65877607,Antonia Carlos Valderrama,C
3311,H59348128,Antonio Dominguez Gilabert,B
3312,Q5328944C,Xavier Carrillo Iglesia,D
3313,C48788897,Clàudia Manzanares Angulo,B
3314,H03012952,Mia Méndez Ribes,A
3315,B43465343,Hugo Alberto Girón,A
3316,A94992674,Nil del Roselló,F
3317,A94992674,Nil del Roselló,D
3318,Q0041000A,David Chaves Cantero,B
3319,A51927812,Lucas Jordi Rodriguez Lobo,A
3320,N6419040H,Marc Ramos Leon,E
3321,A42249482,Marta del Bernat,B
3322,C91303552,Aina Dávila Bauzà,B
3323,S1898085D,Biel Vazquez Valverde,D
3324,R5336309I,Rosa Torralba Rozas,F
3325,R5336309I,Rosa Torralba Rozas,F
3326,A27475888,Javier Sedano Izquierdo,B
3327,D78897097,Núria Verdejo Arteaga,E
3328,W9727961F,Albert Cerdán Chamorro,E
3329,H00974097,Daniel Cornejo Mateos,A
3330,A42249482,Marta del Bernat,F
3331,P3067352I,Dolores Carbó,C
3332,N0362161B,Álex Jordi Cuéllar Cardona,F
3333,P3240555G,Francisca Buendía Vigil,E
3334,C21370879,Pol Puente Lucena,D
3335,F7513084I,Martí Rocamora Bilbao,C
3336,P1659317J,Hugo Castrillo Otero,C
3337,E01391861,José Pi Alvarez,A
3338,G99523896,Pau Ros Pallarès,E
3339,G37728771,Noa Gallego Martin,F
3340,W0083928B,Sara Gil Jordán,C
3341,F6017604G,Biel Sedano Oliveras,B
3342,N1768263D,Èric Bolaños,C
3343,G96947643,María Del Carmen Esparza Godoy,D
3344,E65877607,Antonia Carlos Valderrama,F
3345,R8469182C,Nil Marc Blanco Barroso,B
3346,V5995012A,Laura Roma Boix,A
3347,G07621824,Sara Ángel Nieto,A
3348,N8631109I,Francisca Martina Rodríguez Hoyos,D
3349,D32512451,Albert Viña Gallardo,B
3350,F7513084I,Martí Rocamora Bilbao,C
3351,J4856729A,Pedro Cabrero Agullo,F
3352,U7308622E,Mia Palomares-Torrijos,C
3353,S3945679C,Daniel Ródenas Lastra,A
3354,D52947983,Manuel Abad Soler,C
3355,H13226295,Pau Rosado Palomar,E
3356,H36269512,Antonia Cuevas,E
3357,N6853244I,Bruno del Canales,E
3358,E55193205,Laia Boix Montenegro,B
3359,U3750527H,Biel Rojas Arias,A
3360,H04319513,Lucia Castells Huerta,C
3361,U1774374A,Martina Solano Roma,D
3362,J8918438F,Francisco Roldan,D
3363,D62147475,Josep Blázquez,A
3364,D07727019,Álex Hervia Vazquez,E
3365,A94992674,Nil del Roselló,B
3366,P7917625A,Joan Ferrera Canals,A
3367,C87660817,María Dolores Romeu-Bastida,A
3368,W9727961F,Albert Cerdán Chamorro,E
3369,U7141532G,Pau Talavera Moliner,B
3370,P7917625A,Joan Ferrera Canals,C
3371,F4119576I,Carlos Mayoral Cervantes,B
3372,J2410709F,Júlia Montenegro Muro,B
3373,H31037914,Laura Llorente Olivares,C
3374,B27774157,Jordi Revilla,E
3375,R5672939E,Cristina Laia Bonilla Alvarado,A
3376,H46432969,Antònia Noa Pedrero Diéguez,F
3377,P3771212B,Josep de Martí,C
3378,H34184069,Bruno del Ojeda,B
3379,R3314974A,María Teresa Ona Ferrándiz Donoso,B
3380,S7211209G,María Alemán Saura,E
3381,C70021340,Arnau Álex Villanueva Ojeda,D
3382,S1898085D,Biel Vazquez Valverde,B
3383,D62147475,Josep Blázquez,E
3384,D98780919,María Teresa Aznar-Perez,B
3385,H04319513,Lucia Castells Huerta,F
3386,D18702910,Marc Villar Nicolás,F
3387,C06753156,Lucas Paniagua Llano,D
3388,S2927291A,Lucia Porras Miguel,C
3389,W4284402G,Mia Ona Tirado Herranz,E
3390,Q4287906D,José Pou Cobo,D
3391,C52853389,Carla Leiva Pacheco,D
3392,G73658932,Laura Bilbao Sala,D
3393,A57076200,Sara Ávila Collado,F
3394,J2410709F,Júlia Montenegro Muro,F
3395,S0662896J,Álex Julián Cervantes,A
3396,C81417628,Núria Martín,C
3397,C52853389,Carla Leiva Pacheco,E
3398,B11913498,Pedro Ricart Cantón,B
3399,J0324897H,Laia Marcos Gomez,C
3400,U4578017H,Paula Canet Nuñez,E
3401,N3380714J,Clàudia Espejo Benitez,C
3402,G76937929,María Dolores Sofía Salvador Teruel,F
3403,U7308622E,Mia Palomares-Torrijos,D
3404,R4624337D,Anna del Otero,B
3405,H21342050,David Arellano Sebastián,A
3406,G99523896,Pau Ros Pallarès,E
3407,E47909023,Sílvia Pinilla Hervás,B
3408,H78024064,Max Quintana-Morales,D
3409,P8832380C,María Dolores Luz-Pera,F
3410,E34248922,Pedro Larrañaga Domingo,B
3411,W1495808F,Èric Arnaiz,A
3412,H46432969,Antònia Noa Pedrero Diéguez,C
3413,D94996444,Núria Miguel Huertas,C
3414,D98780919,María Teresa Aznar-Perez,E
3415,H80750292,Daniel Miguel Pomares Méndez,F
3416,N8631109I,Francisca Martina Rodríguez Hoyos,E
3417,D57672396,Chlóe Tomas Santamaria,C
3418,Q0552283D,Clàudia Verdú-Montalbán,D
3419,S9149045H,Pedro de Pellicer,B
3420,G29421625,Isabel Aramburu Baquero,D
3421,J2992255F,Chlóe Alba Navarrete,C
3422,E63638506,Bruno Andreu-Andrade,C
3423,W1796907B,Mia Abellán Pulido,B
3424,Q5285042G,Manuel Galiano Teruel,B
3425,W4345678I,Leo Franco Nieto,C
3426,V7809521C,Antònia Anna Saez Belda,A
3427,D10065217,Xavier Bárcena Castillo,B
3428,C94387792,Paula Rosa Perea,C
3429,S8651023G,Adam Pombo Palomo,E
3430,H23653579,Manuel David Rosado Acero,E
3431,Q7186100I,Èric Cifuentes,E
3432,H78024064,Max Quintana-Morales,D
3433,P2473520A,Sílvia Carnero Bas,C
3434,Q3854328F,Lucia Sílvia Méndez Uría,E
3435,R7616148H,Carmen Jana Taboada Almansa,E
3436,J1701006G,Biel Arrieta Losada,A
3437,P1659317J,Hugo Castrillo Otero,B
3438,A94992674,Nil del Roselló,A
3439,Q2116390B,Francisca Marta Arias Ferrero,B
3440,Q7186100I,Èric Cifuentes,D
3441,S9346078J,Francisco Pareja Peinado,B
3442,N2244432G,Laia Solsona Goicoechea,A
3443,U4683589H,Carla Corbacho-Escribano,C
3444,Q4232915A,Antònia Colomer Blanca,E
3445,B29905627,Pol Gómez Isern,A
3446,H46432969,Antònia Noa Pedrero Diéguez,A
3447,R5672939E,Cristina Laia Bonilla Alvarado,F
3448,B11913498,Pedro Ricart Cantón,E
3449,R1153706E,Carlos Capdevila,E
3450,S8037889F,Arlet Torre Ponce,E
3451,F8773593B,David Sainz-Royo,B
3452,S7995912H,Josefa Laura Llorens Villanueva,D
3453,G99523896,Pau Ros Pallarès,C
3454,S6417982C,Arnau Gonzalo-Barrios,C
3455,N9882065G,Francisca Luís Aller,B
3456,U7308622E,Mia Palomares-Torrijos,E
3457,D98780919,María Teresa Aznar-Perez,F
3458,J2259741C,María Bayo Cózar,D
3459,F9314032E,David Luís Tolosa,C
3460,S1471928J,Carla Ferrán Tenorio,D
3461,R1153706E,Carlos Capdevila,B
3462,U7273775B,Albert Montoya Escamilla,C
3463,G71220651,Júlia Gras Porta,D
3464,G26285767,Hugo del Núñez,B
3465,J2387634E,Martí Antonio Nicolás Giner,F
3466,G44377703,Noa Mate Diego,C
3467,R1153706E,Carlos Capdevila,C
3468,H19110485,María de Villena,C
3469,H59430249,Júlia Aramburu Delgado,C
3470,E34248922,Pedro Larrañaga Domingo,A
3471,S0662896J,Álex Julián Cervantes,C
3472,D64321540,María Dolores del Boada,E
3473,B87614681,Jordi Arnau Carlos Cabrero,B
3474,E25450909,Martina Paredes-Falcó,B
3475,V4258212B,Marc Dominguez Barberá,C
3476,Q4232915A,Antònia Colomer Blanca,F
3477,S8651023G,Adam Pombo Palomo,E
3478,C29574233,Sílvia Ana Mármol Vázquez,F
3479,C75059956,Jorge Baena,A
3480,B22399109,Clàudia Valdés Jover,F
3481,S1017264A,Rosa Vigil,A
3482,S1410175B,Lucas Frutos Andrés,D
3483,B41571647,Mia Escudero Galan,D
3484,D57989162,Noa Carnero Cortés,E
3485,U7308622E,Mia Palomares-Torrijos,B
3486,S1898085D,Biel Vazquez Valverde,C
3487,F1405226J,Adam Abella Valle,C
3488,G24609380,Júlia Miralles-Boada,D
3489,A27475888,Javier Sedano Izquierdo,D
3490,B52401858,José Buendía-Sarabia,B
3491,V3555537D,Montserrat Bayo Garay,F
3492,H13226295,Pau Rosado Palomar,F
3493,R4624337D,Anna del Otero,D
3494,P2199273J,Enzo de Osorio,D
3495,G13084090,Lucas Ocaña Huertas,A
3496,F6683839B,Montserrat Múgica Manrique,A
3497,E25450909,Martina Paredes-Falcó,E
3498,G96947643,María Del Carmen Esparza Godoy,F
3499,C70021340,Arnau Álex Villanueva Ojeda,D
3500,G65300782,Juan Rodrigo-Mercader,E
3501,B21983689,Josep de Ibarra,B
3502,G90306762,Èric Blázquez Gil,B
3503,G83025460,Noa Cueto Ribas,F
3504,J9967593F,Nil Patiño-Perea,F
3505,B31484074,Jordi Cuenca Blanes,D
3506,E47909023,Sílvia Pinilla Hervás,D
3507,G79531372,Laia Seguí,A
3508,P7855416I,Leo Bustamante Zapata,D
3509,S9029257D,Francisco Vilanova Mármol,B
3510,N2759694I,María Dolores Júlia Montenegro Ramón,C
3511,P6713486F,Cristina Tomas Salvà,D
3512,D96545363,Jorge Adam Conesa Nevado,B
3513,B11913498,Pedro Ricart Cantón,F
3514,R7687550I,Juan Pozuelo Vila,E
3515,S8162432B,Jan Albert Marqués Rodrigo,C
3516,F2776503A,Francisca Ureña,D
3517,P6353735A,Rosa del Neira,B
3518,H44219327,David de Carretero,B
3519,D34934612,Laura Plaza Guardiola,F
3520,J3353939F,Isabel Varela,A
3521,S5329165D,Hugo Sanz Amat,B
3522,H42115923,Clàudia Perea Bermudez,F
3523,U4804259B,Max Goñi Dávila,E
3524,G07621824,Sara Ángel Nieto,F
3525,F9340007E,Chlóe Moliner,D
3526,Q3614781G,María Dolores Martínez Aznar,C
3527,G68200534,Martina Cano Pineda,A
3528,H73279598,Jordi Manrique Verdugo,E
3529,G71220651,Júlia Gras Porta,C
3530,N4056672A,Carmen Emma Iñiguez Azcona,B
3531,B31484074,Jordi Cuenca Blanes,E
3532,D65605370,Martina Velasco Soriano,E
3533,J9967593F,Nil Patiño-Perea,B
3534,E65877607,Antonia Carlos Valderrama,F
3535,J2387634E,Martí Antonio Nicolás Giner,F
3536,E48027734,Francisco Arnau Calderón Ángel,A
3537,G99523896,Pau Ros Pallarès,C
3538,A57076200,Sara Ávila Collado,C
3539,S0662896J,Álex Julián Cervantes,A
3540,F9340007E,Chlóe Moliner,F
3541,C64875321,Pau del Bayón,F
3542,G26937243,Josefa Moll Piñeiro,E
3543,N9318716I,Pedro Valderrama Marí,D
3544,U0533919G,Carla Pi Falcó,D
3545,S6417982C,Arnau Gonzalo-Barrios,B
3546,J4856729A,Pedro Cabrero Agullo,A
3547,N2423224A,Biel de Guitart,F
3548,H80750292,Daniel Miguel Pomares Méndez,C
3549,E44235414,Juan de Guerrero,D
3550,E73982548,Júlia Palomino Company,C
3551,U7558214H,Núria Alegre-Roma,A
3552,H59348128,Antonio Dominguez Gilabert,C
3553,Q8575731H,Emma de Rueda,D
3554,P0280894G,Leo Gaya Laguna,E
3555,A78168275,Montserrat Arrieta Baquero,F
3556,G07621824,Sara Ángel Nieto,C
3557,C56963325,Abril Díez,F
3558,H21342050,David Arellano Sebastián,C
3559,S9149045H,Pedro de Pellicer,F
3560,D94996444,Núria Miguel Huertas,D
3561,C78976982,Pau del Avilés,A
3562,A94992674,Nil del Roselló,F
3563,W8545144A,Albert Solís-Acedo,B
3564,V8533935F,María Teresa de Dalmau,C
3565,Q5285042G,Manuel Galiano Teruel,F
3566,P8832380C,María Dolores Luz-Pera,F
3567,P6345075C,Enzo Pera Arias,E
3568,Q9754107B,Francisco Antón-Cañellas,C
3569,E73982548,Júlia Palomino Company,D
3570,D83545129,Francisca Font Navarro,A
3571,J2387634E,Martí Antonio Nicolás Giner,D
3572,N9882065G,Francisca Luís Aller,E
3573,J9643335D,Juan Maldonado Mayol,F
3574,E85913895,Álex Juliá Cantón,F
3575,C75059956,Jorge Baena,E
3576,C81417628,Núria Martín,B
3577,C87660817,María Dolores Romeu-Bastida,D
3578,G08809550,Biel Alberto Berrocal,C
3579,E73982548,Júlia Palomino Company,C
3580,R8192469H,Enzo Escalona Morales,E
3581,P0546131D,José María Bru Cuesta,C
3582,C14434534,María Teresa del Villalonga,C
3583,G36745990,Marc Blanco Valderrama,D
3584,G07621824,Sara Ángel Nieto,A
3585,G44377703,Noa Mate Diego,B
3586,C90629742,María Del Carmen Herranz-Milla,E
3587,J4856729A,Pedro Cabrero Agullo,A
3588,Q6050189G,María Ordóñez Llamas,F
3589,S0662896J,Álex Julián Cervantes,E
3590,U7273775B,Albert Montoya Escamilla,F
3591,V7809521C,Antònia Anna Saez Belda,A
3592,G90306762,Èric Blázquez Gil,A
3593,A95064218,Montserrat Martin Saez,B
3594,H95977138,Adam Galán Cáceres,F
3595,D83545129,Francisca Font Navarro,A
3596,N8631109I,Francisca Martina Rodríguez Hoyos,E
3597,G26285767,Hugo del Núñez,B
3598,A51927812,Lucas Jordi Rodriguez Lobo,B
3599,C48788897,Clàudia Manzanares Angulo,D
3600,W1247153H,Martina Nuñez Estevez,A
3601,J2387634E,Martí Antonio Nicolás Giner,E
3602,H73279598,Jordi Manrique Verdugo,E
3603,H21342050,David Arellano Sebastián,F
3604,A02143311,Francisco Aranda Peinado,D
3605,F9340007E,Chlóe Moliner,E
3606,D89560940,Xavier de Ribes,E
3607,F6804250F,María Dolores Ferrández Colom,E
3608,J8835130I,Carmen Salas Verdejo,E
3609,G26285767,Hugo del Núñez,A
3610,Q7211251I,Marc Reina Arrieta,D
3611,J2387634E,Martí Antonio Nicolás Giner,F
3612,J0165116E,Carmen Salcedo Gomila,E
3613,B95922167,Miguel Prieto Ribera,A
3614,Q9771076H,Valèria Tomas Ramírez,A
3615,R8192469H,Enzo Escalona Morales,B
3616,F3391179C,Abril Toledo,E
3617,E23616857,Marc Luz Casas,D
3618,S8641797I,Aina Pi Trujillo,A
3619,B41571647,Mia Escudero Galan,C
3620,N7359672H,Daniel Bartolomé Vilar,B
3621,G92617570,Carmen del Martín,D
3622,C95560819,Biel Hierro Salom,E
3623,E47464060,Francisco Palomares Ocaña,D
3624,N7185603C,Arlet Chaves Roldan,B
3625,E25161068,Marta Oliver Alfaro,F
3626,H64288004,Abril Samper Ibáñez,E
3627,R8469182C,Nil Marc Blanco Barroso,A
3628,C17131251,Lucia Uribe,D
3629,D83545129,Francisca Font Navarro,A
3630,N5762693I,Josep Ramírez,E
3631,B41571647,Mia Escudero Galan,E
3632,N3504030B,Antònia Marquez Rebollo,F
3633,W7861640F,Aleix de Fiol,E
3634,F6804250F,María Dolores Ferrández Colom,A
3635,N9624314B,Júlia Vera-Bueno,E
3636,N2845937H,Montserrat Manzanares-Herrero,D
3637,C40980427,Nil Adam Leon Jaén,B
3638,Q9766397E,Francisco de Cabezas,F
3639,S3651419H,Enzo Carnero-Aliaga,C
3640,A28346542,Martina Fuentes-Moll,E
3641,B43837079,Laura Marquez Izquierdo,B
3642,H15620032,Noa Gárate,A
3643,P7855416I,Leo Bustamante Zapata,A
3644,P3798114I,Ana de Larrea,A
3645,C33342999,Anna Avilés-Palomar,E
3646,F1405226J,Adam Abella Valle,B
3647,N7359672H,Daniel Bartolomé Vilar,B
3648,P0078682B,María Del Carmen del Belda,B
3649,H75562959,Bruno Lozano Galan,D
3650,R4624337D,Anna del Otero,E
3651,F3391179C,Abril Toledo,D
3652,G65300782,Juan Rodrigo-Mercader,A
3653,H73279598,Jordi Manrique Verdugo,F
3654,B31484074,Jordi Cuenca Blanes,C
3655,W1247153H,Martina Nuñez Estevez,F
3656,F6804250F,María Dolores Ferrández Colom,D
3657,H19110485,María de Villena,A
3658,Q6050189G,María Ordóñez Llamas,B
3659,S1410175B,Lucas Frutos Andrés,F
3660,J5950441E,Chlóe del Villalba,A
3661,A51927812,Lucas Jordi Rodriguez Lobo,E
3662,V7809521C,Antònia Anna Saez Belda,E
3663,A94611183,Antònia Frías Macías,D
3664,N3620309I,Dolores Gelabert,C
3665,Q3854328F,Lucia Sílvia Méndez Uría,E
3666,Q7967239J,Paula Agustín Gimeno,A
3667,A94611183,Antònia Frías Macías,A
3668,H59348128,Antonio Dominguez Gilabert,B
3669,R1153706E,Carlos Capdevila,A
3670,C97387187,Sara de Jover,E
3671,E65877607,Antonia Carlos Valderrama,D
3672,D05154323,Paula Tomás Bello,A
3673,P1659317J,Hugo Castrillo Otero,A
3674,W4359932C,Dolores del Miguel,E
3675,E01391861,José Pi Alvarez,C
3676,F1014977A,Pedro Murcia-Valbuena,A
3677,J6049614H,Júlia Sevillano Palomar,D
3678,S0727486C,Adam Aliaga Pons,B
3679,E63659452,Joan Sales,F
3680,D32512451,Albert Viña Gallardo,D
3681,D07727019,Álex Hervia Vazquez,E
3682,G73658932,Laura Bilbao Sala,A
3683,G99523896,Pau Ros Pallarès,D
3684,B41571647,Mia Escudero Galan,F
3685,A04422861,Francisca Rubio Paredes,E
3686,Q5328944C,Xavier Carrillo Iglesia,F
3687,V2167857H,Manuel Cerro Pol,D
3688,H23653579,Manuel David Rosado Acero,C
3689,P2473520A,Sílvia Carnero Bas,E
3690,G92617570,Carmen del Martín,D
3691,H03012952,Mia Méndez Ribes,B
3692,C87660817,María Dolores Romeu-Bastida,D
3693,E73982548,Júlia Palomino Company,C
3694,B19312776,Aleix Doménech Pombo,C
3695,V2447244A,Jordi Vilar Fortuny,C
3696,D86117876,Enzo Gimeno Carnero,E
3697,S5147401C,María Del Carmen Blazquez,C
